127.0.0.1 - - [22/Feb/2024:08:24:58 +0545] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:25:00 +0545] "GET /Tender-App/ HTTP/1.1" 200 5929
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:25:00 +0545] "GET /Tender-App/all_component/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:25:00 +0545] "GET /Tender-App/img/Tender-01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:25:00 +0545] "GET /Tender-App/img/news.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:25:08 +0545] "GET /Tender-App/ HTTP/1.1" 200 5929
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:25:08 +0545] "GET /Tender-App/all_component/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:25:08 +0545] "GET /Tender-App/img/news.jpeg HTTP/1.1" 200 128530
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:25:08 +0545] "GET /Tender-App/img/Tender-01.png HTTP/1.1" 200 63649
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:25:21 +0545] "GET /Tender-App/ HTTP/1.1" 200 5929
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:25:34 +0545] "GET /Tender-App/ HTTP/1.1" 200 5929
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:25:52 +0545] "GET /Tender-App/index.jsp HTTP/1.1" 200 5929
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:26:13 +0545] "GET /Tender-App/login.jsp HTTP/1.1" 200 4773
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:26:58 +0545] "POST /Tender-App/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:26:58 +0545] "GET /Tender-App/index.jsp HTTP/1.1" 200 6405
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:27:01 +0545] "GET /Tender-App/order.jsp HTTP/1.1" 200 28508
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:27:17 +0545] "GET /Tender-App/index.jsp HTTP/1.1" 200 6405
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:27:30 +0545] "GET /Tender-App/Viewall.jsp HTTP/1.1" 200 11174
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:27:34 +0545] "GET /Tender-App/cart?tid=19&&uid=8 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:27:34 +0545] "GET /Tender-App/Viewall.jsp HTTP/1.1" 200 11515
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:27:39 +0545] "GET /Tender-App/checkout.jsp HTTP/1.1" 200 8068
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:27:54 +0545] "GET /Tender-App/checkout.jsp HTTP/1.1" 200 8068
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:27:56 +0545] "GET /Tender-App/checkout.jsp HTTP/1.1" 200 8068
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:28:07 +0545] "GET /Tender-App/checkout.jsp HTTP/1.1" 200 8068
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:28:16 +0545] "GET /Tender-App/checkout.jsp HTTP/1.1" 200 8068
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:28:19 +0545] "GET /Tender-App/remove_utender?tid=19&&uid=8&&cid=200 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:28:19 +0545] "GET /Tender-App/checkout.jsp HTTP/1.1" 200 7746
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:28:36 +0545] "POST /Tender-App/order HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:28:36 +0545] "GET /Tender-App/checkout.jsp HTTP/1.1" 200 7768
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:29:04 +0545] "POST /Tender-App/order HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:29:04 +0545] "GET /Tender-App/order_success.jsp HTTP/1.1" 200 4409
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:29:07 +0545] "GET /Tender-App/index.jsp HTTP/1.1" 200 6405
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:29:09 +0545] "GET /Tender-App/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:29:09 +0545] "GET /Tender-App/login.jsp HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:29:21 +0545] "POST /Tender-App/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:29:21 +0545] "GET /Tender-App/admin/home.jsp HTTP/1.1" 200 5051
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:29:21 +0545] "GET /Tender-App/admin/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:29:23 +0545] "GET /Tender-App/admin/bids.jsp HTTP/1.1" 200 48227
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:29:58 +0545] "GET /Tender-App/admin/comment.jsp?id=78 HTTP/1.1" 200 4611
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:30:04 +0545] "POST /Tender-App/update_status HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:30:04 +0545] "GET /Tender-App/admin/bids.jsp HTTP/1.1" 200 48173
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:33:58 +0545] "GET /Tender-App/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:33:58 +0545] "GET /Tender-App/login.jsp HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:34:12 +0545] "POST /Tender-App/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:34:12 +0545] "GET /Tender-App/login.jsp HTTP/1.1" 200 4797
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:34:35 +0545] "POST /Tender-App/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:34:35 +0545] "GET /Tender-App/index.jsp HTTP/1.1" 200 6405
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:34:38 +0545] "GET /Tender-App/notice.jsp HTTP/1.1" 200 5223
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:34:38 +0545] "GET /Tender-App/img/news1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:34:44 +0545] "GET /Tender-App/checkout.jsp HTTP/1.1" 200 7671
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:34:50 +0545] "GET /Tender-App/order.jsp HTTP/1.1" 200 28815
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:35:45 +0545] "GET /Tender-App/Viewall.jsp HTTP/1.1" 200 11174
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:35:49 +0545] "GET /Tender-App/cart?tid=8&&uid=8 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:35:49 +0545] "GET /Tender-App/Viewall.jsp HTTP/1.1" 200 11515
0:0:0:0:0:0:0:1 - - [22/Feb/2024:08:35:51 +0545] "GET /Tender-App/checkout.jsp HTTP/1.1" 200 8077
